date;time;Radiação,Global[W/m2];P_Tracker1;P_Tracker2;P_Tracker3;P_Tracker4;Ptotal
05/05/2023;03:34:00;-3.36623;0;0;0;0;0
05/05/2023;03:35:00;-3.183451;0;0;0;0;0
05/05/2023;03:36:00;-3.237189;0;0;0;0;0
05/05/2023;03:37:00;-3.30635;0;0;0;0;0
05/05/2023;03:38:00;-3.208017;0;0;0;0;0
05/05/2023;03:39:00;-3.20697;0;0;0;0;0
05/05/2023;03:40:00;-3.226023;0;0;0;0;0
05/05/2023;03:41:00;-3.219602;0;0;0;0;0
05/05/2023;03:42:00;-3.309561;0;0;0;0;0
05/05/2023;03:43:00;-3.36616;0;0;0;0;0
05/05/2023;03:44:00;-3.448093;0;0;0;0;0
05/05/2023;03:45:00;-3.368742;0;0;0;0;0
05/05/2023;03:46:00;-3.330916;0;0;0;0;0
05/05/2023;03:47:00;-3.378233;0;0;0;0;0
05/05/2023;03:48:00;-3.370417;0;0;0;0;0
05/05/2023;03:49:00;-3.537214;0;0;0;0;0
05/05/2023;03:50:00;-3.614611;0;0;0;0;0
05/05/2023;03:51:00;-3.710641;0;0;0;0;0
05/05/2023;03:52:00;-3.767729;0;0;0;0;0
05/05/2023;03:53:00;-3.713922;0;0;0;0;0
05/05/2023;03:54:00;-3.663324;0;0;0;0;0
05/05/2023;03:55:00;-3.561082;0;0;0;0;0
05/05/2023;03:56:00;-3.42576;0;0;0;0;0
05/05/2023;03:57:00;-3.521721;0;0;0;0;0
05/05/2023;03:58:00;-3.504553;0;0;0;0;0
05/05/2023;03:59:00;-3.55187;0;0;0;0;0
05/05/2023;04:00:00;-3.561431;0;0;0;0;0
05/05/2023;04:01:00;-3.595977;0;0;0;0;0
05/05/2023;04:02:00;-3.575529;0;0;0;0;0
05/05/2023;04:03:00;-3.671978;0;0;0;0;0
05/05/2023;04:04:00;-3.525141;0;0;0;0;0
05/05/2023;04:05:00;-3.512369;0;0;0;0;0
05/05/2023;04:06:00;-3.384654;0;0;0;0;0
05/05/2023;04:07:00;-3.247797;0;0;0;0;0
05/05/2023;04:08:00;-3.24012;0;0;0;0;0
05/05/2023;04:09:00;-3.342432;0;0;0;0;0
05/05/2023;04:10:00;-3.466936;0;0;0;0;0
05/05/2023;04:11:00;-3.572458;0;0;0;0;0
05/05/2023;04:12:00;-3.698707;0;0;0;0;0
05/05/2023;04:13:00;-3.760262;0;0;0;0;0
05/05/2023;04:14:00;-3.611889;0;0;0;0;0
05/05/2023;04:15:00;-3.548729;0;0;0;0;0
05/05/2023;04:16:00;-3.410197;0;0;0;0;0
05/05/2023;04:17:00;-3.331614;0;0;0;0;0
05/05/2023;04:18:00;-3.39603;0;0;0;0;0
05/05/2023;04:19:00;-3.241935;0;0;0;0;0
05/05/2023;04:20:00;-3.134319;0;0;0;0;0
05/05/2023;04:21:00;-3.150231;0;0;0;0;0
05/05/2023;04:22:00;-3.050641;0;0;0;0;0
05/05/2023;04:23:00;-3.110591;0;0;0;0;0
05/05/2023;04:24:00;-3.129783;0;0;0;0;0
05/05/2023;04:25:00;-3.088467;0;0;0;0;0
05/05/2023;04:26:00;-3.166003;0;0;0;0;0
05/05/2023;04:27:00;-3.185056;0;0;0;0;0
05/05/2023;04:28:00;-3.134319;0;0;0;0;0
05/05/2023;04:29:00;-3.155047;0;0;0;0;0
05/05/2023;04:30:00;-2.998718;0;0;0;0;0
05/05/2023;04:31:00;-2.92181;0;0;0;0;0
05/05/2023;04:32:00;-2.947074;0;0;0;0;0
05/05/2023;04:33:00;-3.106264;0;0;0;0;0
05/05/2023;04:34:00;-3.093772;0;0;0;0;0
05/05/2023;04:35:00;-3.010163;0;0;0;0;0
05/05/2023;04:36:00;-2.948818;0;0;0;0;0
05/05/2023;04:37:00;-3.082745;0;0;0;0;0
05/05/2023;04:38:00;-3.170749;0;0;0;0;0
05/05/2023;04:39:00;-3.457933;0;0;0;0;0
05/05/2023;04:40:00;-3.50204;0;0;0;0;0
05/05/2023;04:41:00;-3.524233;0;0;0;0;0
05/05/2023;04:42:00;-3.284576;0;0;0;0;0
05/05/2023;04:43:00;-3.145695;0;0;0;0;0
05/05/2023;04:44:00;-3.330009;0;0;0;0;0
05/05/2023;04:45:00;-3.315772;0;0;0;0;0
05/05/2023;04:46:00;-3.14737;0;0;0;0;0
05/05/2023;04:47:00;-3.300139;0;0;0;0;0
05/05/2023;04:48:00;-3.311096;0;0;0;0;0
05/05/2023;04:49:00;-3.417037;0;0;0;0;0
05/05/2023;04:50:00;-3.619217;0;0;0;0;0
05/05/2023;04:51:00;-3.691589;0;0;0;0;0
05/05/2023;04:52:00;-3.682166;0;0;0;0;0
05/05/2023;04:53:00;-3.522698;0;0;0;0;0
05/05/2023;04:54:00;-3.350527;0;0;0;0;0
05/05/2023;04:55:00;-3.229233;0;0;0;0;0
05/05/2023;04:56:00;-3.290578;0;0;0;0;0
05/05/2023;04:57:00;-3.24019;0;0;0;0;0
05/05/2023;04:58:00;-3.375721;0;0;0;0;0
05/05/2023;04:59:00;-3.43267;0;0;0;0;0
05/05/2023;05:00:00;-3.53554;0;0;0;0;0
05/05/2023;05:01:00;-3.36944;0;0;0;0;0
05/05/2023;05:02:00;-3.285832;0;0;0;0;0
05/05/2023;05:03:00;-3.251356;0;0;0;0;0
05/05/2023;05:04:00;-3.092166;0;0;0;0;0
05/05/2023;05:05:00;-3.131527;0;0;0;0;0
05/05/2023;05:06:00;-3.194338;0;0;0;0;0
05/05/2023;05:07:00;-2.992298;0;0;0;0;0
05/05/2023;05:08:00;-2.973245;0;0;0;0;0
05/05/2023;05:09:00;-2.906945;0;0;0;0;0
05/05/2023;05:10:00;-3.031728;0;0;0;0;0
05/05/2023;05:11:00;-3.193989;0;0;0;0;0
05/05/2023;05:12:00;-3.097959;0;0;0;0;0
05/05/2023;05:13:00;-3.116802;0;0;0;0;0
05/05/2023;05:14:00;-3.07116;0;0;0;0;0
05/05/2023;05:15:00;-3.13411;0;0;0;0;0
05/05/2023;05:16:00;-3.085257;0;0;0;0;0
05/05/2023;05:17:00;-3.025517;0;0;0;0;0
05/05/2023;05:18:00;-2.842319;0;0;0;0;0
05/05/2023;05:19:00;-2.880215;0;0;0;0;0
05/05/2023;05:20:00;-2.796398;0;0;0;0;0
05/05/2023;05:21:00;-2.674894;0;0;0;0;0
05/05/2023;05:22:00;-2.51724;0;0;0;0;0
05/05/2023;05:23:00;-2.496931;0;0;0;0;0
05/05/2023;05:24:00;-2.307801;0;0;0;0;0
05/05/2023;05:25:00;-2.047137;0;0;0;0;0
05/05/2023;05:26:00;-1.719615;0;0;0;0;0
05/05/2023;05:27:00;-1.520505;0;0;0;0;0
05/05/2023;05:28:00;-1.285803;0;0;0;0;0
05/05/2023;05:29:00;-1.030443;0;0;0;0;0
05/05/2023;05:30:00;-0.617428;0;0;0;0;0
05/05/2023;05:31:00;-0.204204;0;0;0;0;0
05/05/2023;05:32:00;0.096868;1.93736;1.840492;2.034228;2.227964;8.040044
05/05/2023;05:33:00;0.505137;10.10274;9.597603;10.607877;11.618151;41.926371
05/05/2023;05:34:00;0.861273;17.22546;16.364187;18.086733;19.809279;71.485659
05/05/2023;05:35:00;1.187469;23.74938;22.561911;24.936849;27.311787;98.559927
05/05/2023;05:36:00;1.702726;34.05452;32.351794;35.757246;39.162698;141.326258
05/05/2023;05:37:00;2.257064;45.14128;42.884216;47.398344;51.912472;187.336312
05/05/2023;05:38:00;2.850834;57.01668;54.165846;59.867514;65.569182;236.619222
05/05/2023;05:39:00;3.474613;69.49226;66.017647;72.966873;79.916099;288.392879
05/05/2023;05:40:00;4.246137;84.92274;80.676603;89.168877;97.661151;352.429371
05/05/2023;05:41:00;5.021429;100.42858;95.407151;105.450009;115.492867;416.778607
05/05/2023;05:42:00;5.902941;118.05882;112.155879;123.961761;135.767643;489.944103
05/05/2023;05:43:00;6.647316;132.94632;126.299004;139.593636;152.888268;551.727228
05/05/2023;05:44:00;7.427634;148.55268;141.125046;155.980314;170.835582;616.493622
05/05/2023;05:45:00;8.173125;163.4625;155.289375;171.635625;187.981875;678.369375
05/05/2023;05:46:00;9.145644;182.91288;173.767236;192.058524;210.349812;759.088452
05/05/2023;05:47:00;10.27756;205.5512;195.27364;215.82876;236.38388;853.03748
05/05/2023;05:48:00;11.446954;228.93908;217.492126;240.386034;263.279942;950.097182
05/05/2023;05:49:00;12.48319;249.6638;237.18061;262.14699;287.11337;1036.10477
05/05/2023;05:50:00;13.489694;269.79388;256.304186;283.283574;310.262962;1119.644602
05/05/2023;05:51:00;14.527116;290.54232;276.015204;305.069436;334.123668;1205.750628
05/05/2023;05:52:00;15.687296;313.74592;298.058624;329.433216;360.807808;1302.045568
05/05/2023;05:53:00;16.766664;335.33328;318.566616;352.099944;385.633272;1391.633112
05/05/2023;05:54:00;17.907234;358.14468;340.237446;376.051914;411.866382;1486.300422
05/05/2023;05:55:00;18.987646;379.75292;360.765274;398.740566;436.715858;1575.974618
05/05/2023;05:56:00;20.039444;400.78888;380.749436;420.828324;460.907212;1663.273852
05/05/2023;05:57:00;21.10827;422.1654;401.05713;443.27367;485.49021;1751.98641
05/05/2023;05:58:00;22.341942;446.83884;424.496898;469.180782;513.864666;1854.381186
05/05/2023;05:59:00;24.07216;481.4432;457.37104;505.51536;553.65968;1997.98928
05/05/2023;06:00:00;26.511726;530.23452;503.722794;556.746246;609.769698;2200.473258
05/05/2023;06:01:00;29.122902;582.45804;553.335138;611.580942;669.826746;2417.200866
05/05/2023;06:02:00;30.89242;617.8484;586.95598;648.74082;710.52566;2564.07086
05/05/2023;06:03:00;32.584328;651.68656;619.102232;684.270888;749.439544;2704.499224
05/05/2023;06:04:00;34.532572;690.65144;656.118868;725.184012;794.249156;2866.203476
05/05/2023;06:05:00;36.764512;735.29024;698.525728;772.054752;845.583776;3051.454496
05/05/2023;06:06:00;38.976568;779.53136;740.554792;818.507928;896.461064;3235.055144
05/05/2023;06:07:00;41.243748;824.87496;783.631212;866.118708;948.606204;3423.231084
05/05/2023;06:08:00;43.597396;871.94792;828.350524;915.545316;1002.740108;3618.583868
05/05/2023;06:09:00;45.924672;918.49344;872.568768;964.418112;1056.267456;3811.747776
05/05/2023;06:10:00;48.236308;964.72616;916.489852;1012.962468;1109.435084;4003.613564
05/05/2023;06:11:00;50.792704;1015.85408;965.061376;1066.646784;1168.232192;4215.794432
05/05/2023;06:12:00;53.65442;1073.0884;1019.43398;1126.74282;1234.05166;4453.31686
05/05/2023;06:13:00;54.019488;1080.38976;1026.370272;1134.409248;1242.448224;4483.617504
05/05/2023;06:14:00;50.191956;1003.83912;953.647164;1054.031076;1154.414988;4165.932348
05/05/2023;06:15:00;45.348348;906.96696;861.618612;952.315308;1043.012004;3763.912884
05/05/2023;06:16:00;47.317532;946.35064;899.033108;993.668172;1088.303236;3927.355156
05/05/2023;06:17:00;58.839304;1176.78608;1117.946776;1235.625384;1353.303992;4883.662232
05/05/2023;06:18:00;64.537756;1290.75512;1226.217364;1355.292876;1484.368388;5356.633748
05/05/2023;06:19:00;61.388988;1227.77976;1166.390772;1289.168748;1411.946724;5095.286004
05/05/2023;06:20:00;63.24882;1264.9764;1201.72758;1328.22522;1454.72286;5249.65206
05/05/2023;06:21:00;72.956816;1459.13632;1386.179504;1532.093136;1678.006768;6055.415728
05/05/2023;06:22:00;79.132152;1582.64304;1503.510888;1661.775192;1820.039496;6567.968616
05/05/2023;06:23:00;81.563968;1631.27936;1549.715392;1712.843328;1875.971264;6769.809344
05/05/2023;06:24:00;84.396584;1687.93168;1603.535096;1772.328264;1941.121432;7004.916472
05/05/2023;06:25:00;87.554568;1751.09136;1663.536792;1838.645928;2013.755064;7267.029144
05/05/2023;06:26:00;90.669344;1813.38688;1722.717536;1904.056224;2085.394912;7525.555552
05/05/2023;06:27:00;93.309752;1866.19504;1772.885288;1959.504792;2146.124296;7744.709416
05/05/2023;06:28:00;95.735432;1914.70864;1818.973208;2010.444072;2201.914936;7946.040856
05/05/2023;06:29:00;98.636512;1972.73024;1874.093728;2071.366752;2268.639776;8186.830496
05/05/2023;06:30:00;101.64548;2032.9096;1931.26412;2134.55508;2337.84604;8436.57484
05/05/2023;06:31:00;104.8263;2096.526;1991.6997;2201.3523;2411.0049;8700.5829
05/05/2023;06:32:00;108.09502;2161.9004;2053.80538;2269.99542;2486.18546;8971.88666
05/05/2023;06:33:00;111.23828;2224.7656;2113.52732;2336.00388;2558.48044;9232.77724
05/05/2023;06:34:00;114.54694;2290.9388;2176.39186;2405.48574;2634.57962;9507.39602
05/05/2023;06:35:00;117.7031;2354.062;2236.3589;2471.7651;2707.1713;9769.3573
05/05/2023;06:36:00;120.41448;2408.2896;2287.87512;2528.70408;2769.53304;9994.40184
05/05/2023;06:37:00;123.40288;2468.0576;2344.65472;2591.46048;2838.26624;10242.43904
05/05/2023;06:38:00;126.83506;2536.7012;2409.86614;2663.53626;2917.20638;10527.30998
05/05/2023;06:39:00;129.86734;2597.3468;2467.47946;2727.21414;2986.94882;10778.98922
05/05/2023;06:40:00;133.07446;2661.4892;2528.41474;2794.56366;3060.71258;11045.18018
05/05/2023;06:41:00;136.27856;2725.5712;2589.29264;2861.84976;3134.40688;11311.12048
05/05/2023;06:42:00;139.39614;2787.9228;2648.52666;2927.31894;3206.11122;11569.87962
05/05/2023;06:43:00;142.54994;2850.9988;2708.44886;2993.54874;3278.64862;11831.64502
05/05/2023;06:44:00;145.20556;2904.1112;2758.90564;3049.31676;3339.72788;12052.06148
05/05/2023;06:45:00;148.03742;2960.7484;2812.71098;3108.78582;3404.86066;12287.10586
05/05/2023;06:46:00;151.02244;3020.4488;2869.42636;3171.47124;3473.51612;12534.86252
05/05/2023;06:47:00;153.45028;3069.0056;2915.55532;3222.45588;3529.35644;12736.37324
05/05/2023;06:48:00;156.22958;3124.5916;2968.36202;3280.82118;3593.28034;12967.05514
05/05/2023;06:49:00;159.29516;3185.9032;3026.60804;3345.19836;3663.78868;13221.49828
05/05/2023;06:50:00;162.329;3246.58;3084.251;3408.909;3733.567;13473.307
05/05/2023;06:51:00;165.82482;3316.4964;3150.67158;3482.32122;3813.97086;13763.46006
05/05/2023;06:52:00;169.20164;3384.0328;3214.83116;3553.23444;3891.63772;14043.73612
05/05/2023;06:53:00;172.2127;3444.254;3272.0413;3616.4667;3960.8921;14293.6541
05/05/2023;06:54:00;175.35926;3507.1852;3331.82594;3682.54446;4033.26298;14554.81858
05/05/2023;06:55:00;178.47466;3569.4932;3391.01854;3747.96786;4104.91718;14813.39678
05/05/2023;06:56:00;181.54638;3630.9276;3449.38122;3812.47398;4175.56674;15068.34954
05/05/2023;06:57:00;184.53126;3690.6252;3506.09394;3875.15646;4244.21898;15316.09458
05/05/2023;06:58:00;187.61396;3752.2792;3564.66524;3939.89316;4315.12108;15571.95868
05/05/2023;06:59:00;190.34816;3806.9632;3616.61504;3997.31136;4378.00768;15798.89728
05/05/2023;07:00:00;194.25776;3885.1552;3690.89744;4079.41296;4467.92848;16123.39408
05/05/2023;07:01:00;197.8297;3956.594;3758.7643;4154.4237;4550.0831;16419.8651
05/05/2023;07:02:00;199.80854;3996.1708;3796.36226;4195.97934;4595.59642;16584.10882
05/05/2023;07:03:00;202.90838;4058.1676;3855.25922;4261.07598;4666.89274;16841.39554
